case,design,seed,mean,std,tau,neff,sem,window_in_tau,half_shift_percent,trend_percent,stationary,elapsed_seconds
perp20,candidate,14,9.477398101644596,1.4384315260603917,15.390489131442335,12.975209722917715,0.39933005667758403,25.885380800607773,-0.5759482811567475,17.522619669531426,1,242.21923502814025
perp20,candidate,15,8.637241216982817,1.033192990344291,15.183832022086282,13.151806732863976,0.2848975679961496,26.237689622455452,-6.2018139357869995,-12.366294214586754,1,242.15681005688384
perp24,baseline,0,9.501162495417462,1.1144257806341236,32.63165412435968,6.119665998472229,0.4504922151715838,12.208656979408257,13.885388115687622,20.884083324135407,0,357.8647140013054
perp24,baseline,1,9.749596019504347,0.9154067475180369,26.191037393649978,7.6245480932025265,0.331517955369855,15.210877900223586,6.559656815357223,10.891585662530314,1,342.39823443768546
perp24,baseline,2,8.842344083621862,0.9868025999248513,20.43335720146045,9.77298161285396,0.3156579590809451,19.496975849202386,4.244615286802767,5.127032637790706,1,342.2514097499661
perp24,baseline,3,8.998034575840595,1.3033931504126621,22.12047553393559,9.027600871979132,0.4337997121050174,18.009950611767895,3.070982906669798,20.291914160787623,0,342.76595305791125
perp24,candidate,0,8.921059165779988,0.9569878965966268,10.706437060652538,18.65184683639087,0.22158763631294234,37.21020070618329,-2.584430929929168,-7.748640181596667,1,347.0431028129533
perp24,candidate,1,8.914502997937994,1.2185871326349393,14.65994278742839,13.621801061188176,0.3301713012186437,27.175322417808992,-5.0883436493627405,-6.236903730438206,1,342.7643381492235
perp24,candidate,2,9.915651911464419,1.0588229949659915,9.13857896047877,21.85184645034659,0.2265057829111409,43.59415983577916,1.3683039428532997,-1.5071716704021652,1,342.5933330138214
perp24,candidate,3,9.210051070548413,1.0382698614981694,9.921817548833667,20.126838982462903,0.2314314954013499,40.15279155398615,-0.9261818906869862,2.702399535601192,1,342.6409783042036
perp24long,baseline,0,10.001139246090421,1.2855493994241756,37.800240312052836,7.930967580996022,0.456484128857773,15.835451239547423,11.180871272461175,8.047707743289322,1,576.1074763997458
perp24long,baseline,1,9.882487430860428,1.0722177258814618,16.33960726824457,18.347594011723018,0.2503187732999865,36.63391980467079,-4.842734137793467,-8.08291604782044,1,569.9399279500358
perp24long,baseline,2,10.074121533607947,1.4648894507292456,32.317995541855154,9.276332750293491,0.4809685642057747,18.521688993039785,5.896734186204907,7.847378366814761,1,569.98084975034
perp24long,baseline,3,9.098397857877332,0.7406848134577945,12.738215601965328,23.534888232108134,0.15267831916356445,46.991186286118,3.9304660256748614,6.267015626054211,1,570.0487941228785
perp24long,baseline,4,9.717688947244424,1.08375753140179,22.519486847272393,13.31258045540507,0.29703047231772245,26.58070613972224,12.430866513164181,19.950067024705255,1,569.9876477359794
perp24long,baseline,5,9.894224011264294,0.9744902858656356,13.578393068333241,22.07864207200696,0.2073916824308486,44.08355681650363,-7.4021826651465314,-10.109253287043298,1,570.0306776338257
perp24long,baseline,6,10.551504242350243,1.1512875106184997,26.355000859898176,11.375164890429385,0.3413539581096133,22.712344631925014,2.4075733579732956,-1.7372278497514084,1,570.1986497552134
perp24long,baseline,7,10.159560639712259,1.1985305870248162,22.051234919073924,13.595269451754598,0.3250537735550241,27.145140147544442,8.0639739850971,10.277096773212106,1,569.9374368907884
perp24long,baseline,8,10.005326882478125,0.9545456810484946,14.23571475584487,21.05918007001804,0.20800606006108013,42.048037107439384,-0.6152036525712085,2.786302518075606,1,570.2758165327832
perp24long,baseline,9,9.601291564162773,0.9300409434719727,35.469406771325865,8.45214250132618,0.3199032577565384,16.87606071800992,5.929910210694939,9.191515876449241,1,569.9897608179599
perp24long,baseline,10,9.882321630168848,0.8152416038910272,18.475007312197274,16.226920801856778,0.20238031916300722,32.39965496032578,2.6141750107143698,4.848992768377972,1,570.3217737958767
perp24long,baseline,11,9.744743776304885,1.2359775075737047,35.11764367240711,8.536805124664589,0.4230219313158932,17.045103250335988,-13.427267174307667,-19.3851792962146,1,569.9769919780083
perp24long,baseline,12,9.816815752546576,1.2709506282417673,42.74726292987181,7.013138618034299,0.47992399998792606,14.00285822478699,-8.09156091924592,-19.554273302020356,1,570.0080902469344
perp24long,baseline,13,10.349233630504905,1.0749780839839762,27.023621581339718,11.093719602548088,0.3227461109910109,22.150393887916938,4.779637860620976,-2.119520066152511,1,570.5632680063136
perp24long,baseline,14,9.987123124568846,1.010712700890583,19.831430529119423,15.117037574699948,0.25995272653205315,30.18359474500635,-3.1465001964474193,-6.6477497021099445,1,569.9073683233
perp24long,baseline,15,9.925334201438387,0.8416524991038754,12.841467354994704,23.345656082842073,0.17419262972383706,46.61335389151362,-3.2572005416591523,-9.704895807585096,1,569.9347860817797
perp24long,candidate,0,9.076047909019541,1.250972211218347,14.770504056925251,20.296699375549764,0.2776738314535732,40.52562187436233,7.359302573009773,12.32131359599215,1,574.4843859882094
perp24long,candidate,1,9.218174345772052,0.9788037854007156,11.488595783921271,26.094788789446405,0.191610254291923,52.102439111177404,-0.12062729725810196,-0.522528839088561,1,569.8326683733612
perp24long,candidate,2,8.868782859279667,0.8937988988719685,12.705770077497002,23.59498705235568,0.18400513527442638,47.111183238301344,3.4701650281571563,8.546823358815903,1,569.960749594029
perp24long,candidate,3,8.90934497373767,1.2970230295313627,16.908370445887797,17.73041828177245,0.3080265819796181,35.40162928298429,-8.054842221157877,-13.768888902128081,1,569.497737926431
perp24long,candidate,4,8.970251586576552,1.2351080913418002,16.466889425548153,18.205774795792706,0.2894678821792039,36.35075495047612,9.068497778919632,20.23055531460094,0,569.9417962031439
perp24long,candidate,5,9.05642386482003,0.8448699677166407,11.576009120367956,25.897740521063167,0.16601943635714114,51.70900057874702,-4.400017312029898,-5.641805949700862,1,570.0093372720294
perp24long,candidate,6,9.431018822062857,1.4261196114198762,19.967049983061,15.014360194574474,0.3680463685444646,29.9785828558798,7.578304215913268,20.24586843358813,0,569.9721342357807
perp24long,candidate,7,8.896549139773073,1.3693800210621259,14.104055603102212,21.255764221661895,0.2970199531847356,42.440548956218514,-12.221529486795442,-19.45320678692977,1,568.7877037581056
perp24long,candidate,8,9.01272062531743,1.314896410553036,14.234081568646904,21.061596353999843,0.28651403255504765,42.05286160669298,3.904354818513626,5.887091795398007,1,569.9838020778261
perp24long,candidate,9,9.530802080668664,1.1285489734124816,15.049097570096663,19.920960647132304,0.25285134682780497,39.77539912387203,1.833737019099234,7.652130771969428,1,569.9838449158706
perp24long,candidate,10,8.78319147679135,1.033688079245379,15.862803247475052,18.899085854605755,0.2377765979270916,37.735061890776876,-0.6616040115550407,-7.960937868001048,1,569.9973869388923
perp24long,candidate,11,9.21237998393942,0.8314960747246843,10.480149107060196,28.605745720429475,0.15546533479810315,57.11596812123957,2.78965506416015,5.522897829881365,1,569.9204207770526
perp24long,candidate,12,9.325518942615389,1.5018784999433639,18.36525701884872,16.323892454163072,0.3717259994316768,32.59327444698138,0.21580902084987974,-8.714108338180013,1,569.9775483207777
perp24long,candidate,13,9.100863613287885,1.1876667819266593,15.396528401146101,19.471433602293992,0.26915078187348235,38.87784614225955,2.485945793718695,7.562236543287194,1,569.9383697398007
perp24long,candidate,14,8.969493070427104,1.5600430436842638,14.587729368073818,20.551003717197077,0.3441280411450743,41.033381357809304,12.661313611977377,11.620618264940308,1,569.7794371782802
perp24long,candidate,15,8.709256825293089,1.026008999812245,15.209630624815299,19.710700927846535,0.2311001014232516,39.35558180670522,-1.2548671933433282,3.473877413979767,1,569.6536502609961
v36,baseline,0,15.422808135349419,2.518334722732275,30.289458464343173,6.592881957722395,0.9807894904668196,13.152716888087786,17.962551245336314,27.775595254682777,0,114.27224918222055
v36,baseline,1,13.327416369318877,1.2157833631834658,8.517546943475681,23.445109905935226,0.2510903717649164,46.77270046397103,-2.82122736474497,-8.679864387067008,1,103.11283978959545
v36,baseline,2,12.536985825673424,1.3518442371923383,25.097594000042946,7.9567317974148555,0.47924688018702943,15.873580227424123,-10.425059116967173,-17.784301987528284,1,103.17044280422851
v36,baseline,3,13.828598083945813,1.9290427693477177,18.928946256688615,10.549706333926911,0.5939114133626784,21.046531934350433,11.419614390518266,14.031641527470104,1,102.6078545418568
v36,candidate,0,10.962037547663233,1.3000454786670592,11.845901445442314,16.85771447098964,0.31663520373439136,33.63092912006956,-10.338672323969767,-17.09193033990723,1,107.31745028588921
