time,baseline_mean,baseline_sem,candidate_mean,candidate_sem
0.05000000074505806,6.868394411526106e-08,1.7835875672132823e-09,6.368035710328101e-08,1.6621890259136951e-09
5.05000114440918,6.696780513625904e-07,4.483378296666169e-08,6.110584007550446e-07,4.240147974698293e-08
10.050020217895508,7.182658120664993e-07,5.3043796843270344e-08,5.864436951406773e-07,4.650292601141243e-08
15.050039291381836,1.2245334815330068e-06,1.0495426251915967e-07,9.02702875802815e-07,8.993939820547951e-08
20.04998016357422,2.282600647377002e-06,2.1838425509654765e-07,1.5609443596818408e-06,1.754458809123344e-07
25.049903869628906,4.241671442130011e-06,4.1354368459438267e-07,2.62607506638368e-06,2.9628763625090335e-07
30.049827575683594,8.108998634962912e-06,8.265739348848543e-07,4.510386783255474e-06,5.288814489525905e-07
35.04975128173828,1.5900932444706558e-05,1.6965186863022118e-06,7.916028105466125e-06,9.565270887534893e-07
40.04967498779297,3.120402881786924e-05,3.397082095039822e-06,1.3708684368015002e-05,1.6439962290318057e-06
45.049598693847656,6.160819099362061e-05,6.829685763033373e-06,2.381390099649642e-05,2.8219385546987424e-06
50.049522399902344,0.00012234136633230863,1.376915277178894e-05,4.155069563512021e-05,4.828816772922518e-06
55.04944610595703,0.00024432016387104094,2.7805984973930332e-05,7.272964459756417e-05,8.231828062581647e-06
60.04936981201172,0.0004914759472451528,5.662219505820098e-05,0.00012805647729230104,1.4204394783515538e-05
65.04936981201172,0.0009961726225215385,0.00011606062210109797,0.00022781781141469897,2.4998692499837388e-05
70.04967498779297,0.002031375203005721,0.00023905002806105243,0.00040917591875914587,4.478230213107021e-05
75.04998016357422,0.00416269520294098,0.0004944485187462996,0.00074132207698231,8.162423331001118e-05
80.05028533935547,0.00856321973123784,0.0010258177673419463,0.0013545505126207936,0.0001511007748713078
85.05059051513672,0.01766345758705871,0.0021322620349028005,0.002493336021227228,0.0002828070695426841
90.05089569091797,0.03649926077619254,0.004436959129750492,0.004617296340511888,0.0005334860013136944
95.05120086669922,0.07550194052636733,0.009236316727923742,0.008595155318381164,0.0010121462892846373
100.05150604248047,0.15626217440679988,0.01922488814821228,0.01606926320207064,0.0019272564451094112
105.05181121826172,0.32343102164182286,0.03999777928087389,0.030147105629470233,0.003678081615159558
110.05211639404297,0.6691963685467536,0.0831441700189081,0.05672087496453351,0.00702953212474434
115.05242156982422,1.3831885236455592,0.1725442334181332,0.1069644756849618,0.013443756442639553
120.05272674560547,2.85228135020647,0.35680649493760513,0.2020633140289497,0.025713750308164734
125.05303192138672,5.85208589461734,0.7323223222334632,0.38219772085319376,0.0491800850853199
130.05332946777344,11.886074205292543,1.481204266949185,0.7236975942419,0.09410362552970536
135.0536346435547,23.604540428523563,2.893978635948093,1.3720563629774067,0.18032596193538586
140.05393981933594,42.31331215550342,4.552795371816323,2.603473934118956,0.3455197418066707
145.0542449951172,51.092788030339904,4.195829099014,4.928922699972783,0.6568048802776902
150.05455017089844,53.74966085038506,4.96074547431829,9.286977116772492,1.2365307241463277
155.0548553466797,47.89724444645655,6.386173387358268,17.36194518144376,2.297221277015166
160.05516052246094,32.79199294603979,4.217673442719397,31.828189192888996,4.135427858155249
165.0554656982422,23.213738466424417,1.8837909161504443,53.288077915727,6.316702398180682
170.05577087402344,18.722119716584285,1.1059096464128046,66.13044215598649,6.814827928196529
175.0560760498047,15.843447422028369,0.7303277543537396,56.76985099899687,7.290264834925822
180.05638122558594,14.232162193285752,0.5340407484272252,43.082610012850544,7.180490044558633
185.0566864013672,12.789459903291887,0.41417423389186414,26.24410630420675,2.155933825608527
190.05699157714844,12.05322643886703,0.31849059769535665,19.835940018866204,1.3197248375844846
195.0572967529297,11.5900764849172,0.29538946353493134,15.80211983669988,0.8947014293694473
200.05760192871094,11.308354513194933,0.26564298349255516,13.324177317086566,0.584870636808444
205.0579071044922,10.971472764862925,0.25436196359868435,11.221444147277142,0.33570857030435713
210.05821228027344,10.83639887236429,0.1563728169974592,10.367692063937794,0.31046586634434825
215.0585174560547,10.918480886642056,0.18440268086465225,9.774513961344903,0.25879954398856686
220.05882263183594,10.816916871401995,0.2172694231767383,9.350498556226835,0.2184859350007663
225.0591278076172,10.71275483578303,0.2553375159217027,9.154147032266568,0.20076577194980338
230.05943298339844,10.71030033167858,0.23753617462317403,8.986111093784809,0.2045587208917919
235.0597381591797,10.943258729511692,0.22559992289752434,9.090813249341057,0.2187652999217139
240.06004333496094,11.05115689910621,0.22365308346077353,9.220880430505341,0.20850229343454785
245.0603485107422,10.885097499264104,0.18267187545283153,9.18344273442552,0.1949263005118831
250.06065368652344,11.039070983388825,0.2332946877437108,9.057381292897416,0.17661462360863858
255.0609588623047,11.085940144571913,0.23506938715936238,9.170590299701585,0.18761071237298235
260.0600280761719,10.998860149498109,0.1348718193816294,9.103879598960752,0.16878469082347095
265.0588073730469,11.00417176891249,0.12222487563786125,9.34065129114032,0.18558501477311107
270.0575866699219,11.067458420780392,0.1733631243794985,9.363053510586669,0.2085229775057433
275.0563659667969,11.078092168404561,0.19665869874601605,9.203980398501983,0.21735455429022804
280.0551452636719,11.027854084603879,0.21855609552494554,9.289681314508128,0.18488030067644623
285.0539245605469,11.108981268367936,0.20874456867291372,9.301288350687441,0.22117818644125534
290.0527038574219,11.109008649638357,0.23451144942110722,9.398255096297836,0.22006828214962043
295.0514831542969,11.159964959205945,0.3010229766604638,9.574406989453804,0.2178142465935142
300.0502624511719,11.096544497874909,0.2575835084791327,9.627309316258811,0.2501931241508321
305.0490417480469,10.7894897838991,0.2055718892744633,9.906291883261893,0.2299725966284373
310.0478210449219,10.850070385385111,0.1540193659343162,10.004183943571554,0.22319567309844307
315.0466003417969,10.719383575041327,0.18036786885799444,9.928499196532735,0.20837275582414716
320.0453796386719,10.840853401087656,0.21157732554548014,9.96305422620277,0.2202432034100336
325.0441589355469,10.769414817931874,0.22168483956877164,9.853137274349825,0.23430570381460353
330.0429382324219,10.859870787867012,0.2683502055350937,9.754899746863787,0.22149163225180438
335.0417175292969,10.911642003300962,0.28861189075107097,9.71740119555403,0.22482414028662515
340.0404968261719,11.07048413186084,0.2836344792665664,9.668350543501266,0.22603156802089283
345.0392761230469,11.192620519374119,0.27293973390343496,9.574991385973721,0.20598658991620458
350.0380554199219,11.111736818653194,0.23386381278200166,9.442761035521752,0.1753377497904936
355.0368347167969,11.503052044476936,0.3143200207919161,9.597034247364704,0.2449717018758751
360.0356140136719,11.642238197394173,0.3155046794173353,9.72079968043277,0.2453421258112818
365.0343933105469,11.3694704845034,0.3072570297887785,9.720740226713557,0.23037667471520498
370.0331726074219,11.230691392917741,0.24722289059323266,9.79974163494908,0.21858099684426174
375.0319519042969,11.20100986560207,0.26685678324941653,9.810864954204181,0.2125777787344689
380.0307312011719,11.216720407776117,0.2720067361913823,9.608068439919057,0.20386491405628215
385.0295104980469,11.009528986708688,0.23008602388204732,9.432262430776786,0.23388258816140312
390.0282897949219,10.952027938371629,0.18071439527958844,9.520774600660026,0.20699430217941436
395.0270690917969,11.020475384734125,0.2228233261589968,9.33340528222015,0.2105350112692831
400.0258483886719,11.200534756317735,0.2596481159441366,9.34258856839123,0.16539408646461484
405.0246276855469,11.142127455211996,0.25811497430367514,9.41908327294833,0.15055974081739604
410.0234069824219,11.104266250033929,0.29373322614107567,9.514644362335654,0.20731703955877187
415.0221862792969,11.187052664376322,0.2976552546813792,9.54126978863445,0.2134087565895925
420.0209655761719,11.068530779960428,0.24035696444231375,9.740432019365798,0.22301078744457556
425.0197448730469,11.198518823197446,0.28722328290990734,9.753470130771035,0.22577022714522882
430.0185241699219,11.187325877088627,0.2876299599925139,9.694225912365093,0.18081335431803536
435.0173034667969,11.26300580251091,0.21755148194927107,9.650309670343306,0.2061094752782674
440.0160827636719,11.307830095411632,0.19491351305423457,9.443071043969132,0.2232423291574644
445.0148620605469,11.292738268128403,0.2094810945360817,9.714410880972723,0.21820285626979635
450.0136413574219,11.223915925582075,0.23451997881085113,9.688825643936486,0.24745346153146713
455.0124206542969,11.031140022042841,0.2092563419026741,9.735341569530854,0.2482415572392797
460.0111999511719,11.205119663624657,0.2757447833001865,9.679786589087728,0.2585344642291806
465.0099792480469,11.260172545798243,0.2819542214957011,9.464876774326738,0.23514328369157864
470.0087585449219,10.995215541099078,0.30698110385971344,9.412488450715099,0.21968865274674354
