case,ky,gamma_reference,gamma_gkx,gamma_relative_difference,omega_reference,omega_gkx,omega_relative_difference,gamma_half_time_shift,omega_half_time_shift,converged,within_build_reproducibility_floor
nu3e-3-nl16,0.550000011920929,0.033875983515556186,0.02989422082098605,-0.11753939757178335,0.498507642286255,0.4903990433627203,-0.016265746471502567,0.0004949257963254814,-6.538744118249428e-05,True,
