case,ky,gamma_reference,gamma_gkx,gamma_relative_difference,omega_reference,omega_gkx,omega_relative_difference,gamma_half_time_shift,omega_half_time_shift,converged,within_build_reproducibility_floor
preflight-nu3e-3-nl24,0.550000011920929,0.033875983515556186,-0.31710715366243597,-10.360825007982934,0.498507642286255,0.49043660332396766,-0.016190401666205053,0.372337603483969,0.060928558528372125,False,
