case,ky,gamma_reference,gamma_gkx,gamma_relative_difference,omega_reference,omega_gkx,omega_relative_difference,gamma_half_time_shift,omega_half_time_shift,converged,within_build_reproducibility_floor
nu1e-3-nl48,0.550000011920929,0.033875983515556186,0.020051123718416466,-0.4081020936496562,0.498507642286255,0.4944029021508714,-0.008234056586491706,-0.009684936270873737,-0.0001965029083902749,True,
