case,ky,gamma_reference,gamma_gkx,gamma_relative_difference,omega_reference,omega_gkx,omega_relative_difference,gamma_half_time_shift,omega_half_time_shift,converged,within_build_reproducibility_floor
nu1e-2-nl48,0.550000011920929,0.033875983515556186,0.01716946243357284,-0.49316711570341704,0.498507642286255,0.4956852496236797,-0.005661683840254136,2.2941590147687994e-05,4.197843076031145e-06,True,
