case,ky,gamma_reference,gamma_gkx,gamma_relative_difference,omega_reference,omega_gkx,omega_relative_difference,gamma_half_time_shift,omega_half_time_shift,converged,within_build_reproducibility_floor
nu1e-2-nl16,0.550000011920929,0.033875983515556186,0.01968014554479609,-0.4190531608991139,0.498507642286255,0.4947025048179223,-0.007633057440968416,5.634912210471987e-06,3.949296042558735e-06,True,
