source_commit,measurement_script_sha256,public_script_sha256,runner_sha256,raw_input_id,raw_input_sha256,block,ky_layout,call,jax,cpu_count,affinity,xla_flags,grid_nx,grid_ny,grid_nz,Nl,Nm,window_steps,state_shape,load1_before,load5_before,load15_before,load1_after,load5_after,load15_after,wall_s,backend_compiles,backend_compile_s,lowering_s,tracing_s,compile_total_s,execution_remainder_s,compile_scope,whole_process_peak_rss_mib,rss_input_sha256,value,gradient_tprim,objective,checkpoint
38d7c4277db1bf9a4fee2292d3aea2f3c00ca31d,49712cc2cd95bf82c49897f2264f1011e3bb0fc1c28154450503d9a701af9865,05fa36082ad0d48c05b649d7090800514aa536956652d542e03f57f640448a5f,43b4218e759db0685aac34a0b67aae63736e4d49d6d7168950779c7ec5069be6,block2-full,71e5b906816358085eaf3587a94f826f8f579bf9805c63f8e82fe4af92bba9fc,2,full,rep2,0.10.2,36,12-17,--xla_cpu_multi_thread_eigen=false,32,32,24,4,8,6,1x4x8x32x32x24,6.935546875,6.99755859375,6.03369140625,6.75732421875,6.94970703125,6.10498046875,19.047247962094843,13,8.466334342956543,0.7742769718170166,0.004061222076416016,9.244672536849976,9.802575425244868,monitoring_trace_lowering_backend,,,,,heat_flux_window,true
38d7c4277db1bf9a4fee2292d3aea2f3c00ca31d,49712cc2cd95bf82c49897f2264f1011e3bb0fc1c28154450503d9a701af9865,05fa36082ad0d48c05b649d7090800514aa536956652d542e03f57f640448a5f,43b4218e759db0685aac34a0b67aae63736e4d49d6d7168950779c7ec5069be6,block2-full,71e5b906816358085eaf3587a94f826f8f579bf9805c63f8e82fe4af92bba9fc,2,full,rep3,0.10.2,36,12-17,--xla_cpu_multi_thread_eigen=false,32,32,24,4,8,6,1x4x8x32x32x24,6.935546875,6.99755859375,6.03369140625,6.75732421875,6.94970703125,6.10498046875,18.96022243099287,13,8.263055562973022,1.1243247985839844,0.004846334457397461,9.392226696014404,9.567995734978467,monitoring_trace_lowering_backend,,,,,heat_flux_window,true
38d7c4277db1bf9a4fee2292d3aea2f3c00ca31d,49712cc2cd95bf82c49897f2264f1011e3bb0fc1c28154450503d9a701af9865,05fa36082ad0d48c05b649d7090800514aa536956652d542e03f57f640448a5f,43b4218e759db0685aac34a0b67aae63736e4d49d6d7168950779c7ec5069be6,block2-half,f9ef390ea836853deaf8be62037d5edbf5d81fbdd8aed03d06f655e7ecdf659d,2,half,first,0.10.2,36,12-17,--xla_cpu_multi_thread_eigen=false,32,32,24,4,8,6,1x4x8x17x32x24,7.4580078125,6.962890625,5.6767578125,7.0810546875,7.1875,6.029296875,57.182594703976065,405,24.423153400421143,2.7308950424194336,0.05707979202270508,27.21112823486328,29.971466469112784,monitoring_trace_lowering_backend,,,,,heat_flux_window,true
38d7c4277db1bf9a4fee2292d3aea2f3c00ca31d,49712cc2cd95bf82c49897f2264f1011e3bb0fc1c28154450503d9a701af9865,05fa36082ad0d48c05b649d7090800514aa536956652d542e03f57f640448a5f,43b4218e759db0685aac34a0b67aae63736e4d49d6d7168950779c7ec5069be6,block2-half,f9ef390ea836853deaf8be62037d5edbf5d81fbdd8aed03d06f655e7ecdf659d,2,half,rep1,0.10.2,36,12-17,--xla_cpu_multi_thread_eigen=false,32,32,24,4,8,6,1x4x8x17x32x24,7.4580078125,6.962890625,5.6767578125,7.0810546875,7.1875,6.029296875,46.55419585574418,13,15.523836851119995,0.9667661190032959,0.004009723663330078,16.49461269378662,30.059583161957562,monitoring_trace_lowering_backend,,,,,heat_flux_window,true
38d7c4277db1bf9a4fee2292d3aea2f3c00ca31d,49712cc2cd95bf82c49897f2264f1011e3bb0fc1c28154450503d9a701af9865,05fa36082ad0d48c05b649d7090800514aa536956652d542e03f57f640448a5f,43b4218e759db0685aac34a0b67aae63736e4d49d6d7168950779c7ec5069be6,block2-half,f9ef390ea836853deaf8be62037d5edbf5d81fbdd8aed03d06f655e7ecdf659d,2,half,rep2,0.10.2,36,12-17,--xla_cpu_multi_thread_eigen=false,32,32,24,4,8,6,1x4x8x17x32x24,7.4580078125,6.962890625,5.6767578125,7.0810546875,7.1875,6.029296875,46.463486291933805,13,15.35576057434082,0.7092597484588623,0.003853321075439453,16.068873643875122,30.394612648058683,monitoring_trace_lowering_backend,,,,,heat_flux_window,true
38d7c4277db1bf9a4fee2292d3aea2f3c00ca31d,49712cc2cd95bf82c49897f2264f1011e3bb0fc1c28154450503d9a701af9865,05fa36082ad0d48c05b649d7090800514aa536956652d542e03f57f640448a5f,43b4218e759db0685aac34a0b67aae63736e4d49d6d7168950779c7ec5069be6,block2-half,f9ef390ea836853deaf8be62037d5edbf5d81fbdd8aed03d06f655e7ecdf659d,2,half,rep3,0.10.2,36,12-17,--xla_cpu_multi_thread_eigen=false,32,32,24,4,8,6,1x4x8x17x32x24,7.4580078125,6.962890625,5.6767578125,7.0810546875,7.1875,6.029296875,47.712458272930235,13,16.263274908065796,0.7620446681976318,0.004394054412841797,17.02971363067627,30.682744642253965,monitoring_trace_lowering_backend,,,,,heat_flux_window,true
38d7c4277db1bf9a4fee2292d3aea2f3c00ca31d,49712cc2cd95bf82c49897f2264f1011e3bb0fc1c28154450503d9a701af9865,05fa36082ad0d48c05b649d7090800514aa536956652d542e03f57f640448a5f,43b4218e759db0685aac34a0b67aae63736e4d49d6d7168950779c7ec5069be6,block3-full,a90b84d5df209ac933c57394c82d7e319e3d187deebf99c9fb7e33368221d9de,3,full,first,0.10.2,36,12-17,--xla_cpu_multi_thread_eigen=false,32,32,24,4,8,6,1x4x8x32x32x24,6.6962890625,6.93359375,6.10400390625,6.77001953125,6.837890625,6.1416015625,31.332412457093596,444,18.4993793964386,2.565950870513916,0.06259942054748535,21.1279296875,10.204482769593596,monitoring_trace_lowering_backend,,,,,heat_flux_window,true
38d7c4277db1bf9a4fee2292d3aea2f3c00ca31d,49712cc2cd95bf82c49897f2264f1011e3bb0fc1c28154450503d9a701af9865,05fa36082ad0d48c05b649d7090800514aa536956652d542e03f57f640448a5f,43b4218e759db0685aac34a0b67aae63736e4d49d6d7168950779c7ec5069be6,block3-full,a90b84d5df209ac933c57394c82d7e319e3d187deebf99c9fb7e33368221d9de,3,full,rep1,0.10.2,36,12-17,--xla_cpu_multi_thread_eigen=false,32,32,24,4,8,6,1x4x8x32x32x24,6.6962890625,6.93359375,6.10400390625,6.77001953125,6.837890625,6.1416015625,19.012237530201674,13,8.266152620315552,1.0360662937164307,0.004997968673706055,9.307216882705688,9.705020647495985,monitoring_trace_lowering_backend,,,,,heat_flux_window,true
38d7c4277db1bf9a4fee2292d3aea2f3c00ca31d,49712cc2cd95bf82c49897f2264f1011e3bb0fc1c28154450503d9a701af9865,05fa36082ad0d48c05b649d7090800514aa536956652d542e03f57f640448a5f,43b4218e759db0685aac34a0b67aae63736e4d49d6d7168950779c7ec5069be6,block3-full,a90b84d5df209ac933c57394c82d7e319e3d187deebf99c9fb7e33368221d9de,3,full,rep2,0.10.2,36,12-17,--xla_cpu_multi_thread_eigen=false,32,32,24,4,8,6,1x4x8x32x32x24,6.6962890625,6.93359375,6.10400390625,6.77001953125,6.837890625,6.1416015625,19.07806787174195,13,8.497256755828857,0.7700686454772949,0.003958940505981445,9.271284341812134,9.806783529929817,monitoring_trace_lowering_backend,,,,,heat_flux_window,true
38d7c4277db1bf9a4fee2292d3aea2f3c00ca31d,49712cc2cd95bf82c49897f2264f1011e3bb0fc1c28154450503d9a701af9865,05fa36082ad0d48c05b649d7090800514aa536956652d542e03f57f640448a5f,43b4218e759db0685aac34a0b67aae63736e4d49d6d7168950779c7ec5069be6,block3-full,a90b84d5df209ac933c57394c82d7e319e3d187deebf99c9fb7e33368221d9de,3,full,rep3,0.10.2,36,12-17,--xla_cpu_multi_thread_eigen=false,32,32,24,4,8,6,1x4x8x32x32x24,6.6962890625,6.93359375,6.10400390625,6.77001953125,6.837890625,6.1416015625,18.419061470311135,13,8.368008852005005,1.1344757080078125,0.004257678985595703,9.506742238998413,8.912319231312722,monitoring_trace_lowering_backend,,,,,heat_flux_window,true
38d7c4277db1bf9a4fee2292d3aea2f3c00ca31d,49712cc2cd95bf82c49897f2264f1011e3bb0fc1c28154450503d9a701af9865,05fa36082ad0d48c05b649d7090800514aa536956652d542e03f57f640448a5f,43b4218e759db0685aac34a0b67aae63736e4d49d6d7168950779c7ec5069be6,block3-half,6abe6a585a9513620716babbcfcb0d793fd4c9491e2b180a732cdf7b694246c7,3,half,first,0.10.2,36,12-17,--xla_cpu_multi_thread_eigen=false,32,32,24,4,8,6,1x4x8x17x32x24,6.4677734375,6.77392578125,6.12451171875,9.04638671875,7.330078125,6.42578125,57.14525950187817,405,24.501428842544556,2.787351131439209,0.05793595314025879,27.346715927124023,29.79854357475415,monitoring_trace_lowering_backend,,,,,heat_flux_window,true
38d7c4277db1bf9a4fee2292d3aea2f3c00ca31d,49712cc2cd95bf82c49897f2264f1011e3bb0fc1c28154450503d9a701af9865,05fa36082ad0d48c05b649d7090800514aa536956652d542e03f57f640448a5f,43b4218e759db0685aac34a0b67aae63736e4d49d6d7168950779c7ec5069be6,block3-half,6abe6a585a9513620716babbcfcb0d793fd4c9491e2b180a732cdf7b694246c7,3,half,rep1,0.10.2,36,12-17,--xla_cpu_multi_thread_eigen=false,32,32,24,4,8,6,1x4x8x17x32x24,6.4677734375,6.77392578125,6.12451171875,9.04638671875,7.330078125,6.42578125,47.191682575270534,13,15.3109712600708,0.9742465019226074,0.003620624542236328,16.288838386535645,30.90284418873489,monitoring_trace_lowering_backend,,,,,heat_flux_window,true
38d7c4277db1bf9a4fee2292d3aea2f3c00ca31d,49712cc2cd95bf82c49897f2264f1011e3bb0fc1c28154450503d9a701af9865,05fa36082ad0d48c05b649d7090800514aa536956652d542e03f57f640448a5f,43b4218e759db0685aac34a0b67aae63736e4d49d6d7168950779c7ec5069be6,block3-half,6abe6a585a9513620716babbcfcb0d793fd4c9491e2b180a732cdf7b694246c7,3,half,rep2,0.10.2,36,12-17,--xla_cpu_multi_thread_eigen=false,32,32,24,4,8,6,1x4x8x17x32x24,6.4677734375,6.77392578125,6.12451171875,9.04638671875,7.330078125,6.42578125,46.59701225627214,13,15.59872031211853,0.7430744171142578,0.004268646240234375,16.346063375473022,30.250948880799115,monitoring_trace_lowering_backend,,,,,heat_flux_window,true
38d7c4277db1bf9a4fee2292d3aea2f3c00ca31d,49712cc2cd95bf82c49897f2264f1011e3bb0fc1c28154450503d9a701af9865,05fa36082ad0d48c05b649d7090800514aa536956652d542e03f57f640448a5f,43b4218e759db0685aac34a0b67aae63736e4d49d6d7168950779c7ec5069be6,block3-half,6abe6a585a9513620716babbcfcb0d793fd4c9491e2b180a732cdf7b694246c7,3,half,rep3,0.10.2,36,12-17,--xla_cpu_multi_thread_eigen=false,32,32,24,4,8,6,1x4x8x17x32x24,6.4677734375,6.77392578125,6.12451171875,9.04638671875,7.330078125,6.42578125,49.34351730719209,13,16.548375368118286,0.7573721408843994,0.004354238510131836,17.310101747512817,32.03341555967927,monitoring_trace_lowering_backend,,,,,heat_flux_window,true
38d7c4277db1bf9a4fee2292d3aea2f3c00ca31d,49712cc2cd95bf82c49897f2264f1011e3bb0fc1c28154450503d9a701af9865,05fa36082ad0d48c05b649d7090800514aa536956652d542e03f57f640448a5f,43b4218e759db0685aac34a0b67aae63736e4d49d6d7168950779c7ec5069be6,block4-full,e042624e7cefb4cecbc0300e1e50e61676e1749becf05a19c949485384716392,4,full,first,0.10.2,36,12-17,--xla_cpu_multi_thread_eigen=false,32,32,24,4,8,6,1x4x8x32x32x24,6.69580078125,6.888671875,6.43994140625,7.88525390625,7.08251953125,6.54150390625,30.640443169046193,444,18.061699867248535,2.651993989944458,0.06464600563049316,20.778339862823486,9.862103306222707,monitoring_trace_lowering_backend,,,,,heat_flux_window,true
38d7c4277db1bf9a4fee2292d3aea2f3c00ca31d,49712cc2cd95bf82c49897f2264f1011e3bb0fc1c28154450503d9a701af9865,05fa36082ad0d48c05b649d7090800514aa536956652d542e03f57f640448a5f,43b4218e759db0685aac34a0b67aae63736e4d49d6d7168950779c7ec5069be6,block4-full,e042624e7cefb4cecbc0300e1e50e61676e1749becf05a19c949485384716392,4,full,rep1,0.10.2,36,12-17,--xla_cpu_multi_thread_eigen=false,32,32,24,4,8,6,1x4x8x32x32x24,6.69580078125,6.888671875,6.43994140625,7.88525390625,7.08251953125,6.54150390625,19.44972863793373,13,8.421391010284424,1.0153319835662842,0.004350423812866211,9.441073417663574,10.008655220270157,monitoring_trace_lowering_backend,,,,,heat_flux_window,true
38d7c4277db1bf9a4fee2292d3aea2f3c00ca31d,49712cc2cd95bf82c49897f2264f1011e3bb0fc1c28154450503d9a701af9865,05fa36082ad0d48c05b649d7090800514aa536956652d542e03f57f640448a5f,43b4218e759db0685aac34a0b67aae63736e4d49d6d7168950779c7ec5069be6,block4-full,e042624e7cefb4cecbc0300e1e50e61676e1749becf05a19c949485384716392,4,full,rep2,0.10.2,36,12-17,--xla_cpu_multi_thread_eigen=false,32,32,24,4,8,6,1x4x8x32x32x24,6.69580078125,6.888671875,6.43994140625,7.88525390625,7.08251953125,6.54150390625,19.93952307011932,13,9.039004564285278,0.8185291290283203,0.004305362701416016,9.861839056015015,10.077684014104307,monitoring_trace_lowering_backend,,,,,heat_flux_window,true
38d7c4277db1bf9a4fee2292d3aea2f3c00ca31d,49712cc2cd95bf82c49897f2264f1011e3bb0fc1c28154450503d9a701af9865,05fa36082ad0d48c05b649d7090800514aa536956652d542e03f57f640448a5f,43b4218e759db0685aac34a0b67aae63736e4d49d6d7168950779c7ec5069be6,block4-full,e042624e7cefb4cecbc0300e1e50e61676e1749becf05a19c949485384716392,4,full,rep3,0.10.2,36,12-17,--xla_cpu_multi_thread_eigen=false,32,32,24,4,8,6,1x4x8x32x32x24,6.69580078125,6.888671875,6.43994140625,7.88525390625,7.08251953125,6.54150390625,20.027327492833138,13,9.01934003829956,1.2165372371673584,0.006345510482788086,10.242222785949707,9.78510470688343,monitoring_trace_lowering_backend,,,,,heat_flux_window,true
38d7c4277db1bf9a4fee2292d3aea2f3c00ca31d,49712cc2cd95bf82c49897f2264f1011e3bb0fc1c28154450503d9a701af9865,05fa36082ad0d48c05b649d7090800514aa536956652d542e03f57f640448a5f,43b4218e759db0685aac34a0b67aae63736e4d49d6d7168950779c7ec5069be6,block4-half,d62bfe09a75254174ffefb23977750edf3d4814bff956062adde2a338d90442c,4,half,first,0.10.2,36,12-17,--xla_cpu_multi_thread_eigen=false,32,32,24,4,8,6,1x4x8x17x32x24,5.6572265625,6.7197265625,6.28125,6.84375,6.9208984375,6.44775390625,56.13796198088676,405,23.466254472732544,2.658646821975708,0.05345773696899414,26.178359031677246,29.95960294920951,monitoring_trace_lowering_backend,,,,,heat_flux_window,true
38d7c4277db1bf9a4fee2292d3aea2f3c00ca31d,49712cc2cd95bf82c49897f2264f1011e3bb0fc1c28154450503d9a701af9865,05fa36082ad0d48c05b649d7090800514aa536956652d542e03f57f640448a5f,43b4218e759db0685aac34a0b67aae63736e4d49d6d7168950779c7ec5069be6,block4-half,d62bfe09a75254174ffefb23977750edf3d4814bff956062adde2a338d90442c,4,half,rep1,0.10.2,36,12-17,--xla_cpu_multi_thread_eigen=false,32,32,24,4,8,6,1x4x8x17x32x24,5.6572265625,6.7197265625,6.28125,6.84375,6.9208984375,6.44775390625,47.68750037206337,13,15.341506481170654,1.0018742084503174,0.0038614273071289062,16.3472421169281,31.340258255135268,monitoring_trace_lowering_backend,,,,,heat_flux_window,true
38d7c4277db1bf9a4fee2292d3aea2f3c00ca31d,49712cc2cd95bf82c49897f2264f1011e3bb0fc1c28154450503d9a701af9865,05fa36082ad0d48c05b649d7090800514aa536956652d542e03f57f640448a5f,43b4218e759db0685aac34a0b67aae63736e4d49d6d7168950779c7ec5069be6,block4-half,d62bfe09a75254174ffefb23977750edf3d4814bff956062adde2a338d90442c,4,half,rep2,0.10.2,36,12-17,--xla_cpu_multi_thread_eigen=false,32,32,24,4,8,6,1x4x8x17x32x24,5.6572265625,6.7197265625,6.28125,6.84375,6.9208984375,6.44775390625,46.498052618000656,13,15.627550840377808,0.7242193222045898,0.004071950912475586,16.355842113494873,30.142210504505783,monitoring_trace_lowering_backend,,,,,heat_flux_window,true
38d7c4277db1bf9a4fee2292d3aea2f3c00ca31d,49712cc2cd95bf82c49897f2264f1011e3bb0fc1c28154450503d9a701af9865,05fa36082ad0d48c05b649d7090800514aa536956652d542e03f57f640448a5f,43b4218e759db0685aac34a0b67aae63736e4d49d6d7168950779c7ec5069be6,block4-half,d62bfe09a75254174ffefb23977750edf3d4814bff956062adde2a338d90442c,4,half,rep3,0.10.2,36,12-17,--xla_cpu_multi_thread_eigen=false,32,32,24,4,8,6,1x4x8x17x32x24,5.6572265625,6.7197265625,6.28125,6.84375,6.9208984375,6.44775390625,48.10471174120903,13,16.390767812728882,0.7987902164459229,0.004248857498168945,17.193806886672974,30.910904854536057,monitoring_trace_lowering_backend,,,,,heat_flux_window,true
944faacb2ad919838b3236839ed4bbb98ad970b4,ab80a3c54cc5ae05a7a3040b7fa606ab532bc4fac2b161e9dd937e164f65164d,ab80a3c54cc5ae05a7a3040b7fa606ab532bc4fac2b161e9dd937e164f65164d,,combined-block1-full,97c64a1fee4cf8ee6624126acd410ebdf7476f28dd899ba9d0dc008860257678,1,full,first,0.10.2,36,6-11,default,32,32,24,4,8,6,1x4x8x32x32x24,7.46,5.23,4.96,,,,22.833119561895728,110,10.150130252353847,,,10.150130252353847,12.682989309541881,backend_funnel,2118.1171875,a0faa93437996e25ea607132dba6068d42d8fa732f4e4bbb3c9416d892cca696,2.2797168615764328e-05,[1.4574502715873373e-05],heat_flux_window,true
944faacb2ad919838b3236839ed4bbb98ad970b4,ab80a3c54cc5ae05a7a3040b7fa606ab532bc4fac2b161e9dd937e164f65164d,ab80a3c54cc5ae05a7a3040b7fa606ab532bc4fac2b161e9dd937e164f65164d,,combined-block1-full,97c64a1fee4cf8ee6624126acd410ebdf7476f28dd899ba9d0dc008860257678,1,full,rep1,0.10.2,36,6-11,default,32,32,24,4,8,6,1x4x8x32x32x24,7.46,5.23,4.96,,,,7.147530497983098,0,0.0,,,0.0,7.147530497983098,backend_funnel,2118.1171875,a0faa93437996e25ea607132dba6068d42d8fa732f4e4bbb3c9416d892cca696,2.2797168615764328e-05,[1.4574502715873373e-05],heat_flux_window,true
944faacb2ad919838b3236839ed4bbb98ad970b4,ab80a3c54cc5ae05a7a3040b7fa606ab532bc4fac2b161e9dd937e164f65164d,ab80a3c54cc5ae05a7a3040b7fa606ab532bc4fac2b161e9dd937e164f65164d,,combined-block1-full,97c64a1fee4cf8ee6624126acd410ebdf7476f28dd899ba9d0dc008860257678,1,full,rep2,0.10.2,36,6-11,default,32,32,24,4,8,6,1x4x8x32x32x24,7.46,5.23,4.96,,,,6.838002592325211,0,0.0,,,0.0,6.838002592325211,backend_funnel,2118.1171875,a0faa93437996e25ea607132dba6068d42d8fa732f4e4bbb3c9416d892cca696,2.2797168615764328e-05,[1.4574502715873373e-05],heat_flux_window,true
